name,url,telephone,type1,type2,geo_longitude,geo_latitude,addressLocality,addressRegion,addressCountry,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7
Temple Bar Gallery + Studios,https://www.templebargallery.com/,35316710073,LocalBusiness,TouristAttraction,-6.2636547,53.3455723,Dublin City,Dublin,Republic of Ireland,Activity,Art Gallery,Attraction,None,None,None,None,None
Dunmore East SUP and Yoga,https://dunmoreeastsupandyoga.ie/,353867965973,LocalBusiness,TravelAgency,-6.9943775,52.1547919,Dunmore East,Waterford,Republic of Ireland,Activity,Activity Operator,None,None,None,None,None,None
Skerries Golf Club,https://www.skerriesgolfclub.ie/,35318491567,LocalBusiness,SportsActivityLocation,-6.1144495,53.5625909,Skerries,Dublin,Republic of Ireland,Activity,Golf,None,None,None,None,None,None
Dublinia,https://www.dublinia.ie,35316794611,LocalBusiness,Museum,-6.2720614,53.343149,Dublin City,Dublin,Republic of Ireland,Activity,Attraction,Museums and Attraction,None,None,None,None,None
Sea Synergy Marine Awareness & Activity Centre,https://www.seasynergy.org,353874554034,LocalBusiness,SportsActivityLocation,-10.171991,51.827608,Waterville,Kerry,Republic of Ireland,Activity,Kayaking,Activity Operator,Learning,Walking,Attraction,Museums and Attraction,Venue
Glendeer Open Pet Farm,https://www.glendeerpetfarm.ie/,353906437147,LocalBusiness,SportsActivityLocation,-8.0208174,53.3989256,Athlone,Roscommon,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Walking,Visitor Farm,Attraction,Activity Operator,None,None
Drumcliffe Church and Grave of W.B Yeats,,353719144956,LocalBusiness,TouristAttraction,-8.493269,54.326287,Drumcliffe,Sligo,Republic of Ireland,Activity,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,Literary Ireland,Tour
Kinsale Harbour Cruises,https://www.kinsaleharbourcruises.com/,353862505456,LocalBusiness,SportsActivityLocation,-8.519275,51.702865,Kinsale,Cork,Republic of Ireland,Activity,Cruising,Activity Operator,Boat,Tour,None,None,None
West Coast Aqua Park,https://westcoastaquapark.ie/kilrush/,353879543000,LocalBusiness,SportsActivityLocation,-9.4895403,52.6356508,Kilrush,Clare,Republic of Ireland,Activity,Swimming,Swimming Pools and Water Park,Venue,Activity Operator,Adventure Park,None,None
Woodbrook Golf Club,https://www.woodbrook.ie/,35312824799,LocalBusiness,SportsActivityLocation,-6.11183,53.216807,Bray,Wicklow,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Cobh Farmers Market,,353868213984,LocalBusiness,FoodEstablishment,-8.2955411,51.8496133,Cobh,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Food Shops,None,None,None
Clare Island,,,LocalBusiness,SportsActivityLocation,-9.9906676,53.8068427,Clare Island,Mayo,Republic of Ireland,Activity,Walking,Attraction,Beach,Island,Offshore Island,None,None
Connemara Marble Visitor Centre,http://www.connemaramarble.ie/company.html,35391555102,LocalBusiness,Store,-9.1842505,53.3408213,Moycullen,Galway,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Attraction,Museums and Attraction,Food Shops,None
Swords Round Tower & Belfry,http://swords.dublin.anglican.org,35318956747,LocalBusiness,TouristAttraction,-6.2244591,53.4576831,Swords,Dublin,Republic of Ireland,Activity,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,None,None
The Gorgeous Mask Historical Walking Tour Of Dublin,https://historicaltours.ie/,35318780227,LocalBusiness,TravelAgency,-6.268529,53.348575,Dublin City,Dublin,Republic of Ireland,Activity,Activity Operator,Tour,None,None,None,None,None
Boskill Equestrian Centre,https://www.limerickhorseriding.com/,353857673468,LocalBusiness,SportsActivityLocation,-8.4653873,52.5915293,Caherconlish,Limerick,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Horse Riding,Equestrian,Activity Operator,None,None,None
Celtic Plantarum Dundrum,https://www.garden.ie/gardenstosee/celtic-plantarum-dundrum/,3536271303,LocalBusiness,TouristAttraction,-8.04394293957041,52.5576255028435,Dundrum,Tipperary,Republic of Ireland,Activity,Gardening,Nature and Wildlife,Gardens,Attraction,Garden,None,None
Barnageara Beach,,35318400077,LocalBusiness,TouristAttraction,-6.14835903591612,53.5866658407311,Skerries,Dublin,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
Kinard Beach,,,LocalBusiness,TouristAttraction,-10.2063005,52.1208723,Dingle,Kerry,Republic of Ireland,Activity,Attraction,Beach,Natural Landscape,None,None,None,None
Chez Emily Fine Handmade Chocolates,https://www.facebook.com/chezemilyofficial?fref=ts,35318352252,LocalBusiness,ShoppingCenter,-6.3969552,53.510178,Ashbourne,Meath,Republic of Ireland,Activity,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None,None
HerGalway Walking Tour,https://marteenlane.com/hergalway-walking-tour/,353831992548,LocalBusiness,SportsActivityLocation,-9.0496711,53.2748164,Galway City,Galway,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
White Strand,http://www.cleancoastsireland.org,,LocalBusiness,TouristAttraction,-9.90994233701588,53.6678742880821,Louisburgh,Mayo,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
Tolka Valley Park,https://www.dublincity.ie/residential/parks/dublin-city-parks/visit-park/tolka-valley-park#location__location,353018905629,LocalBusiness,TouristAttraction,-6.38419411584835,53.3949605198791,Blanchardstown,Dublin,Republic of Ireland,Activity,Public Park,Nature and Wildlife,None,None,None,None,None
The Riverside Cottage,https://www.theriversidecottage.ie/,35351873082,LocalBusiness,BarOrPub,-7.0594444,52.2363889,Waterford City,Waterford,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Malahide Charter Boat,http://www.fishandtrips.ie/,353867841000,LocalBusiness,Not Available,-6.154167,53.4558792,Malahide,Dublin,Republic of Ireland,Activity,None,None,None,None,None,None,None
Limerick City Walking Tours by Limerick Civic Trus,http://www.limerickcivictrust.ie/walking-tours,353061313399,LocalBusiness,SportsActivityLocation,-8.62918132753907,52.6619433175142,Limerick City,Limerick,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
Nevsail Watersports & Adventures Clare,http://www.nevsailwatersports.com,353863308236,LocalBusiness,SportsActivityLocation,-9.6529227,52.677756,Kilkee,Clare,Republic of Ireland,Activity,Kitesurfing,Windsurfing,Activity Operator,Sailing,Surfing,None,None
Lilliput Adventure Centre,https://lilliputadventure.com/,353449226789,LocalBusiness,SportsActivityLocation,-7.4362097,53.4475926,Mullingar,Westmeath,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Kayaking,Activity Operator,None,None,None,None
Adare Walks,https://www.facebook.com/AdareWalks,353868980278,LocalBusiness,TravelAgency,-8.7925892,52.5636339,Adare,Limerick,Republic of Ireland,Activity,Activity Operator,Tour,Walking,None,None,None,None
Dn Dchathair (The Black Fort),,,LocalBusiness,TouristAttraction,-9.6875053,53.1045443,Inishmore - rainn (Aran Islands),Galway,Republic of Ireland,Activity,Island,Attraction,Offshore Island,Ruins,Historic Houses and Castle,None,None
Joyce Country Sheepdogs,http://www.joycecountrysheepdogs.ie,353949548853,LocalBusiness,TouristAttraction,-9.5719669,53.5793462,Leenane,Galway,Republic of Ireland,Activity,Visitor Farm,Attraction,None,None,None,None,None
Murrisk Abbey,,,LocalBusiness,TouristAttraction,-9.6395544,53.7819811,Murrisk,Mayo,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins
Ardmore Diving,http://www.waider.ie/diving,3535846577,LocalBusiness,TravelAgency,-7.725329,51.9510741,Ardmore,Waterford,Republic of Ireland,Activity,Activity Operator,None,None,None,None,None,None
Donegal Kitesurf School,http://www.donegalkitesurfschool.ie,353860618475,LocalBusiness,SportsActivityLocation,-8.21076506633267,54.5621902966522,Rossnowlagh,Donegal,Republic of Ireland,Activity,Kitesurfing,Windsurfing,Activity Operator,Surfing,None,None,None
Athgarvan Pitch and Putt Club,http://www.athgarvanpandp.com/,353862250049,LocalBusiness,SportsActivityLocation,-6.7968132,53.1503671,The Curragh,Kildare,Republic of Ireland,Activity,Pitch And Putt,General,Pitch and Putt,Activity Operator,None,None,None
Cork City SUP,http://www.corkcitysup.ie,3530862597688,LocalBusiness,TravelAgency,-8.47491273264507,51.9014756752449,Cork City,Cork,Republic of Ireland,Activity,Activity Operator,Day Tour,Tour,None,None,None,None
Skelligs Rock,http://www.skelligsrock.com,3530669476214,LocalBusiness,SportsActivityLocation,-10.3693339931225,51.8837274514345,Portmagee,Kerry,Republic of Ireland,Activity,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour,None
Moy Archery,https://facebook.com/Moy-Archery-1597148063834704,353876990490,LocalBusiness,TravelAgency,-9.15507203231098,54.1151859688673,Ballina,Mayo,Republic of Ireland,Activity,Activity Operator,Venue,Sports Venues,None,None,None,None
Ballybunion Crazy Golf,http://www.ballybunionhomes.com/crazy_golf.htm,3536827882,LocalBusiness,Not Available,-9.657018,52.4952242,Ballybunion,Kerry,Republic of Ireland,Activity,None,None,None,None,None,None,None
The Steam Museum and Lodge Park Walled Garden,http://www.steam-museum.com,35316288412,LocalBusiness,TouristAttraction,-6.5991458,53.311618,Straffan,Kildare,Republic of Ireland,Activity,Photography,Learning,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery
Mullingar Equestrian Centre,http://www.mullingarequestrian.com,353449348331,LocalBusiness,SportsActivityLocation,-7.391954,53.515217,Mullingar,Westmeath,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Horse Riding,Equestrian,Activity Operator,None,None,None
Inishmac Outdoors,http://www.inishmac.com/en/fishing.htm,353949546677,LocalBusiness,SportsActivityLocation,-9.2406549638416,53.4971242621869,Cross,Mayo,Republic of Ireland,Activity,Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour
Brittas Bay Surf School,http://www.brittasbaysurfschool.com,353862633075,LocalBusiness,SportsActivityLocation,-6.0619825,52.8851122,Brittas Bay,Wicklow,Republic of Ireland,Activity,Kitesurfing,Windsurfing,Activity Operator,Surfing,None,None,None
Tom Sullivan - Angling Guide,http://tomdoc.com,353876113933,LocalBusiness,SportsActivityLocation,-9.45283004582779,53.5125310090653,Corr Na Mna,Galway,Republic of Ireland,Activity,Fishing,Angling,Activity Operator,None,None,None,None
Galway Bay Fishing,https://www.galwaybayfishing.com,353868547890,LocalBusiness,SportsActivityLocation,-9.3093559,53.240383,Spiddal,Galway,Republic of Ireland,Activity,Fishing,Angling,Activity Operator,None,None,None,None
MV Thresher Ferry,https://heirislandferry.com/,3530868092447,LocalBusiness,Not Available,-9.43885631149706,51.496242418128,Heir Island,Cork,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
McDonagh Pitch and Putt Club,https://www.facebook.com/Pandpmcdonagh,353876404522,LocalBusiness,SportsActivityLocation,-6.831247,53.1513578,The Curragh,Kildare,Republic of Ireland,Activity,Pitch And Putt,General,Pitch and Putt,Activity Operator,None,None,None
Callan Golf Club,https://www.callangolfclub.ie/,353567725136,LocalBusiness,SportsActivityLocation,-7.3718169,52.5329652,Callan,Kilkenny,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Balla Golf Club,http://www.ballagolfclub.com,353873814440,LocalBusiness,SportsActivityLocation,-9.1397022,53.8050442,Balla,Mayo,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Cove Sailing Club,http://covesailingclub.ie,353871178363,LocalBusiness,SportsActivityLocation,-8.3099899,51.8467259,Cobh,Cork,Republic of Ireland,Activity,Sailing,Activity Operator,None,None,None,None,None
Moate Golf Club,http://www.moategolfclub.ie,353906481271,LocalBusiness,SportsActivityLocation,-7.728281,53.4006286,Moate,Westmeath,Republic of Ireland,Golf Course,Ireland's Hidden Hearthlands,Activity,Golf,None,None,None,None
Burren Hill Walks,http://homepage.eircom.net/~burrenhillwalks/,3530657077168,LocalBusiness,SportsActivityLocation,-9.18093025947403,53.071246508789,Ballyvaughan,Clare,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
Wexford Harbour Boat Club,http://www.whbtc.ie/,3530539147504,LocalBusiness,SportsActivityLocation,-6.472766,52.345874,Wexford Town,Wexford,Republic of Ireland,Activity,Sailing,Activity Operator,None,None,None,None,None
Cork Power Boat & Water Ski Club,http://waterskiireland.com/,353863069202,LocalBusiness,TravelAgency,-8.7113868,51.9124242,Dripsey,Cork,Republic of Ireland,Activity,Learning,Activity Operator,None,None,None,None,None
Cobh Golf Club,http://www.cobhgolfclub.ie,353214812399,LocalBusiness,SportsActivityLocation,-8.3147888,51.8759568,Cobh,Cork,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Faithlegg House Hotel & Golf Club,https://www.faithlegggolfclub.com,35351380587,LocalBusiness,SportsActivityLocation,-7.025256,52.2581,Faithlegg,Waterford,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Castlegregory Golf and Fishing Club,http://www.castlegregorygolflinks.com,353667139444,LocalBusiness,SportsActivityLocation,-10.063337,52.2555676,Castlegregory,Kerry,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Inishowen Boating,https://www.facebook.com/inishowenboating,353862522685,LocalBusiness,SportsActivityLocation,-7.262806,55.303162,Malin,Donegal,Republic of Ireland,Activity,Fishing,Angling,Activity Operator,Boat,Tour,None,None
Fallon and Byrne,https://www.fallonandbyrne.com/,35314721010,LocalBusiness,ShoppingCenter,-6.263287,53.343151,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Shopping,Shopping Centres and Department Store,None,None,None,None
Birdsireland,https://birdsireland.com,353879075669,LocalBusiness,TravelAgency,-6.0764458,53.0516396,Newcastle,Wicklow,Republic of Ireland,Activity,Bird Watching,Nature and Wildlife,Activity Operator,Tour,None,None,None
Williams Rent A Bike Bicycle Hire,https://www.clare-tour.com/getdb8.php?page_type=tours&short_name=Williams_Rent_A_Bike,353659056041,LocalBusiness,SportsActivityLocation,-9.648658,52.677382,Kilkee,Clare,Republic of Ireland,Activity,Cycling,Bike Rental,None,None,None,None,None
Island Crafts,http://www.islandscrafts.com,353876822613,LocalBusiness,Store,-9.373603,51.483363,Baltimore,Cork,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None
La Rivista Market,https://larivistamarket.ie/,353567771666,LocalBusiness,FoodEstablishment,-7.2551097,52.6546749,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Cellar Restaurant at Step House Hotel,https://www.stephousehotel.ie/the-cellar-restaurant.html,353599773209,LocalBusiness,FoodEstablishment,-6.927276,52.601216,Borris,Carlow,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Bearna Golf Club,http://www.bearnagolfclub.com,35391592677,LocalBusiness,SportsActivityLocation,-9.1652183,53.2785965,Barna,Galway,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Adrigole Arts (Pure-Ireland),https://www.pure-ireland.ie/,3532760234,LocalBusiness,Store,-9.7101225,51.6844045,Adrigole,Cork,Republic of Ireland,Activity,Food and Drink,Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Attraction,Venue
Graiguecullen Swimming Pool,https://www.graiguecullenkilleshin.com/st-fiaccs-swimming-pool/,353599140330,LocalBusiness,SportsActivityLocation,-6.9400928,52.8355108,Carlow Town,Carlow,Republic of Ireland,Activity,Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Activity Operator,None,None
Biddys OBarnes,https://www.biddysobarnes.com/,353749722647,LocalBusiness,BarOrPub,-7.9707692,54.709495,Barnesmore,Donegal,Republic of Ireland,Activity,Food and Drink,Venue,Music,Pubs and Bar,None,None,None
Weeping Thaiger Restaurant,https://weepingthaigeronline.ie/,353599137000,LocalBusiness,FoodEstablishment,-6.936515,52.8365431,Carlow Town,Carlow,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Blairscove House & Restaurant,https://blairscove.ie/,3532761127,LocalBusiness,FoodEstablishment,-9.5388154,51.6087252,Durrus,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Cork Golf Club,https://www.corkgolfclub.ie/,353214353451,LocalBusiness,SportsActivityLocation,-8.3543871,51.9014293,Little Island,Cork,Republic of Ireland,Golf Course,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator,None
Moorings Seafood Restaurant,https://www.moorings.ie/restaurant-and-bar/moorings-restaurant/,353669477108,LocalBusiness,FoodEstablishment,-10.3657163,51.8857273,Portmagee,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Bombay Palace Indian Restaurant,http://bombaypalace.ie/,353214273366,LocalBusiness,FoodEstablishment,-8.471597,51.897326,Cork City,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Corbett Court,https://corbettcourt.ie/,3532527272,LocalBusiness,FoodEstablishment,-8.26861,52.203675,Kilworth,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Espresso Waterford,https://www.facebook.com/EspressoWaterford,35351874141,LocalBusiness,FoodEstablishment,-7.111104,52.257431,Waterford City,Waterford,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Gurteen Beach,,,LocalBusiness,TouristAttraction,-9.96084028235578,53.3794891135533,Roundstone,Galway,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
Mullaghmore Beach,,,LocalBusiness,TouristAttraction,-8.4523866,54.4630039,Mullaghmore,Sligo,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
Clonohill Gardens,https://www.gardensofireland.org/directory/31/,353578735091,LocalBusiness,TouristAttraction,-7.62549035637699,52.9856478138853,Coolrain,Laois,Republic of Ireland,Activity,Gardening,Nature and Wildlife,Gardens,Attraction,Garden,None,None
McDowells Jewellers The Happy Ring House,https://mcdowellsjewellers.com//,35318744961,LocalBusiness,ShoppingCenter,-6.2599472,53.3500755,Dublin City,Dublin,Republic of Ireland,Activity,Shopping,Shopping Centres and Department Store,None,None,None,None,None
Escape Dublin,https://www.escape.game/escape-dublin,353874496702,LocalBusiness,Not Available,-6.2661646,53.3390512,,,,Activity,Activity Operator,None,None,None,None,None,None
Dublin International Foundation College,https://www.difc.ie/,35314738120,LocalBusiness,Not Available,-6.278743,53.331304,,,,Activity,Learning,None,None,None,None,None,None
The Irish House Party - Dinner & Show,https://theirishhouseparty.com/,353834569781,LocalBusiness,TravelAgency,-6.2411973,53.3322551,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Traditionally Irish,Venue,Music,Pubs and Bar
Swords Museum and Fingal Genealogy,https://www.swordsheritage.com/,35318400080,LocalBusiness,Museum,-6.2182355,53.4624443,Swords,Dublin,Republic of Ireland,Activity,Attraction,Museums and Attraction,None,None,None,None,None
Dun Laoghaire Marina,https://www.dlmarina.com/,35312020040,LocalBusiness,SportsActivityLocation,-6.1370888,53.2959792,Dn Laoghaire,Dublin,Republic of Ireland,Activity,Marina,Venue,None,None,None,None,None
Citylink Travel Services,https://www.citylink.ie/,35391564164,LocalBusiness,Not Available,-9.0473079,53.2746707,Galway City,Galway,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
Irish Coaches 32CC,http://www.irishcoaches.ie,353018788898,LocalBusiness,Not Available,-6.258899,53.347894,Dublin City,Dublin,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
Coppinger Row Outdoor Farmers Market,https://www.iomst.ie/market/coppinger-row-outdoor-food-market,353868150836,LocalBusiness,FoodEstablishment,-6.2618991,53.341905,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,None,None,None
Skerries Mills Farmers Market,https://www.facebook.com/skerriesmillsmarket,35318495208,LocalBusiness,FoodEstablishment,-6.110163,53.5743283,Skerries,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,None,None,None
Government Buildings,https://heritageireland.ie/places-to-visit/government-buildings/,35316194249,LocalBusiness,Not Available,-6.2541339,53.3393729,Dublin City,Dublin,Republic of Ireland,Activity,None,None,None,None,None,None,None
Cork Airport,https://www.corkairport.com/,353214313131,LocalBusiness,Not Available,-8.4898845,51.8490591,Cork City,Cork,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
Danny Minnie's Restaurant,http://www.dannyminnies.ie/restaurant.html,353749548201,LocalBusiness,FoodEstablishment,-8.31366,55.02044,Anagaire (Annagry),Donegal,Republic of Ireland,Activity,Food and Drink,Restaurant,Artisan,Local Produce,Pubs and Bar,Seafood,Vegan
An Gobha Iron Works & Experience,https://www.discoverboynevalley.ie/plan-your-visit/things-to-do/gobha-blacksmith-boyne-valley,353868652679,LocalBusiness,TravelAgency,-6.7848711,53.6604554,Navan,Meath,Republic of Ireland,Activity,Activity Operator,None,None,None,None,None,None
Seamus Cassidy Woodturner,https://seamuscassidy.ie/,353868710710,LocalBusiness,Store,-6.4962847,53.6731196,Navan,Meath,Republic of Ireland,Activity,Craft,Shopping,Learning,Activity Operator,None,None,None
Saint Mary's Cathedral,https://www.saintmaryscathedral.ie/,35361310293,LocalBusiness,TouristAttraction,-8.6235152,52.6682656,Limerick City,Limerick,Republic of Ireland,Activity,Photography,Learning,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches
VISUAL Centre for Contemporary Art and George Bernard Shaw Theatre,https://visualcarlow.ie/,353599172400,LocalBusiness,TouristAttraction,-6.9278619,52.838161,Carlow Town,Carlow,Republic of Ireland,Activity,Art Gallery,Attraction,Venue,Music,None,None,None
High Schools International,https://www.hsinet.org/choosing-a-destination/study-in-ireland/,35316784800,LocalBusiness,Not Available,-6.2672447,53.3448905,Dublin City,Dublin,Republic of Ireland,Activity,Learning,None,None,None,None,None,None
Cork English World,https://www.cew.ie/,353872869024,LocalBusiness,Not Available,-8.4796912,51.8947902,Cork City,Cork,Republic of Ireland,Activity,Learning,None,None,None,None,None,None
St. Carthage's Cathedral Lismore,https://www.stcarthagescathedral.ie/visit/,3535854975,LocalBusiness,TouristAttraction,-7.9292165,52.1398466,Lismore,Waterford,Republic of Ireland,Activity,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,None
McCambridge's,https://mccambridges.com/,35391562259,LocalBusiness,ShoppingCenter,-9.0523891,53.2729868,Galway City,Galway,Republic of Ireland,Activity,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None,None
The Chocolate Factory,http://www.chocolatefactory.ie/,,LocalBusiness,Not Available,-6.2674395,53.3513714,Dublin City,Dublin,Republic of Ireland,Activity,None,None,None,None,None,None,None
Clonakilty Distillery,https://www.visitclonakiltydistillery.ie/,353238878020,LocalBusiness,FoodEstablishment,-8.8863206,51.6214727,Clonakilty,Cork,Republic of Ireland,Activity,Food and Drink,Restaurant,Learning,Attraction,Museums and Attraction,Activity Operator,Food Trails and Tour
The Gourmet Store,https://www.facebook.com/gourmetstorekk/,353567771727,LocalBusiness,FoodEstablishment,-7.2539173,52.6532973,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops,None,None
Connemara Gifts,https://connemaragifts.ie/,35391552306,LocalBusiness,Store,-9.5398193,53.4561444,Sraith Salach (Recess),Galway,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None
Foodworks,https://www.facebook.com/foodworkskk/,353567777696,LocalBusiness,CafeOrCoffeeShop,-7.254282,52.6538112,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Food and Drink,Restaurant,Cafe,Seafood,None,None,None
The House Restaurant at Cliff House Hotel,https://cliffhousehotel.ie/food-drink/house-restaurant,3532487800,LocalBusiness,FoodEstablishment,-7.7151578,51.9487668,Ardmore,Waterford,Republic of Ireland,Activity,Food and Drink,Restaurant,Fine Dining,Seafood,Vegan,Vegetarian,None
Cullotycraft,https://www.facebook.com/Cullotycraft,3536827176,LocalBusiness,Store,-9.6743876,52.5113071,Ballybunion,Kerry,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None
Mallow Heritage Centre,https://www.facebook.com/mallowheritage/,3532250302,LocalBusiness,Not Available,-8.646324,52.137576,Mallow,Cork,Republic of Ireland,Activity,Tracing Your Ancestors,None,None,None,None,None,None
Old Bawn (Newtown) Beach,,,LocalBusiness,TouristAttraction,-6.2006641,52.5530469,Kilmuckridge,Wexford,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
National College of Art and Design,http://www.ncad.ie/,35316364200,LocalBusiness,Not Available,-6.2780766,53.3429118,Dublin City,Dublin,Republic of Ireland,Activity,Learning,None,None,None,None,None,None
"Mountshannon, Lough Derg",https://www.blueflag.global/show-site?siteId=6622,,LocalBusiness,SportsActivityLocation,-8.4298344,52.931724,Mountshannon,Clare,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Attraction
Wild Water Adventures,https://wildwateradventures.ie/,353861951030,LocalBusiness,SportsActivityLocation,-9.8644401,52.275612,Fenit,Kerry,Republic of Ireland,Activity,Kayaking,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Adventure Park
Waterworld Bundoran,https://www.waterworldbundoran.com/,353719841172,LocalBusiness,SportsActivityLocation,-8.2796687,54.4801906,Bundoran,Donegal,Republic of Ireland,Activity,Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator
Glendowen Craft Shop,https://glendowen.com,353879806948,LocalBusiness,Store,-7.3978547,55.2350862,Clonmany,Donegal,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Food Shops,None,None,None
ID Languages,https://www.idlanguages.com,353719829634,LocalBusiness,Not Available,-8.2746465,54.4765046,Bundoran,Donegal,Republic of Ireland,Activity,Learning,None,None,None,None,None,None
Wolfe Tone,,,LocalBusiness,TouristAttraction,-6.2561908,53.3384046,Dublin City,Dublin,Republic of Ireland,Activity,Attraction,Public Sculpture,None,None,None,None,None
Irish National Heritage Park,https://irishheritage.ie/,353539120733,LocalBusiness,Store,-6.516799,52.3479364,Ferrycarrig,Wexford,Republic of Ireland,Activity,Craft,Shopping,Falconry,Nature and Wildlife,Attraction,Museums and Attraction,Cafe
Terrace Restaurant at The Mullingar Park Hotel,https://www.mullingarparkhotel.com/bar-restaurant/terrace-restaurant/,353449337500,LocalBusiness,FoodEstablishment,-7.3032536,53.5228043,Mullingar,Westmeath,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Restaurant,None,None,None,None
Bunclody Golf & Fishing Club,https://www.bunclodygfc.ie/,353539374444,LocalBusiness,SportsActivityLocation,-6.6593403,52.6650467,Bunclody,Wexford,Republic of Ireland,Golf Course,Activity,Golf,Driving Range,General,Golf Driving Range,None,None
Marlfield House Restaurant,https://www.marlfieldhouse.com/dining/the-restaurant,353539421124,LocalBusiness,FoodEstablishment,-6.275211,52.668747,Gorey,Wexford,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Courtown Golf Club,https://www.courtowngolfclub.com/,353539425166,LocalBusiness,SportsActivityLocation,-6.2302244,52.6598716,Courtown,Wexford,Republic of Ireland,Golf Course,Activity,Golf,None,None,None,None,None
Nourished In Nature Ireland,https://www.nourishedinnatureireland.com/,353833543900,LocalBusiness,TravelAgency,-8.5646709,54.2651635,Strandhill,Sligo,Republic of Ireland,Activity,Activity Operator,Local Produce,Food and Drink,Restaurant,Vegan,Vegetarian,None
